(0, -288.7122853874854)	(1, -129.22830778173216)	(2, -71.78369755915685)	(3, -166.34274656496027)	(4, -128.960570479999)	(5, -31.176655354070437)	(6, -137.59750035011783)	(7, -39.68148646302112)	(8, -136.53921294686944)	(9, -26.33357466957105)	(10, -166.02211614514448)	(11, 1.602642740144629)	(12, -172.74628763921305)	(13, -240.3984044428724)	(14, -193.45840165221574)	(15, -0.08010382569108998)	(16, -15.96304003989506)	(17, -83.51629651370072)	(18, -102.52363992824375)	(19, -6.5981380375657634)	(20, -215.27009322188178)	(21, -130.12144343616666)	(22, -22.20478077148336)	(23, -0.8004735052414549)	(24, 2.595760157396023)	(25, -35.23817761215832)	(26, -64.69468817888006)	(27, -133.99290119322941)	(28, -36.20749844908297)	(29, -32.28697670404237)	(30, -84.73060448234047)	(31, 22.873944608107752)	(32, -5.112805242558866)	(33, 18.233076715439545)	(34, -55.698252687385626)	(35, -18.556317174248473)	(36, -187.33109535161242)	(37, -30.357882316472132)	(38, -23.91105726125592)	(39, -84.01601736221373)	(40, -14.557944823014571)	(41, -15.261203591431812)	(42, -31.008967780041235)	(43, -84.49012744923436)	(44, -30.526799093246673)	(45, 9.76065061269475)	(46, 15.455921193225896)	(47, -115.96278733998668)	(48, -3.2837081747830394)	(49, 28.089485223942813)
(0, -288.7122853874854)	(1, -129.22830778173216)	(2, -71.78369755915685)	(3, -166.34274656496027)	(4, -128.960570479999)	(5, -31.176655354070437)	(6, -137.59750035011783)	(7, -39.68148646302112)	(8, -136.53921294686944)	(9, -26.33357466957105)	(10, -166.02211614514448)	(11, 1.602642740144629)	(12, -172.74628763921305)	(13, -240.3984044428724)	(14, -193.45840165221574)	(15, -0.08010382569108998)	(16, -15.96304003989506)	(17, -83.51629651370072)	(18, -102.52363992824375)	(19, -6.5981380375657634)	(20, -215.27009322188178)	(21, -130.12144343616666)	(22, -22.20478077148336)	(23, -0.8004735052414549)	(24, 2.595760157396023)	(25, -35.23817761215832)	(26, -64.69468817888006)	(27, -133.99290119322941)	(28, -36.20749844908297)	(29, -32.28697670404237)	(30, -84.73060448234047)	(31, 22.873944608107752)	(32, -5.112805242558866)	(33, 18.233076715439545)	(34, -55.698252687385626)	(35, -18.556317174248473)	(36, -187.33109535161242)	(37, -30.357882316472132)	(38, -23.91105726125592)	(39, -84.01601736221373)	(40, -14.557944823014571)	(41, -15.261203591431812)	(42, -31.008967780041235)	(43, -84.49012744923436)	(44, -30.526799093246673)	(45, 9.76065061269475)	(46, 15.455921193225896)	(47, -115.96278733998668)	(48, -3.2837081747830394)	(49, 28.089485223942813)
(0, -288.7122853874854)	(1, -129.22830778173216)	(2, -71.78369755915685)	(3, -166.34274656496027)	(4, -128.960570479999)	(5, -31.176655354070437)	(6, -137.59750035011783)	(7, -39.68148646302112)	(8, -136.53921294686944)	(9, -26.33357466957105)	(10, -166.02211614514448)	(11, 1.602642740144629)	(12, -172.74628763921305)	(13, -240.3984044428724)	(14, -193.45840165221574)	(15, -0.08010382569108998)	(16, -15.96304003989506)	(17, -83.51629651370072)	(18, -102.52363992824375)	(19, -6.5981380375657634)	(20, -215.27009322188178)	(21, -130.12144343616666)	(22, -22.20478077148336)	(23, -0.8004735052414549)	(24, 2.595760157396023)	(25, -35.23817761215832)	(26, -64.69468817888006)	(27, -133.99290119322941)	(28, -36.20749844908297)	(29, -32.28697670404237)	(30, -84.73060448234047)	(31, 22.873944608107752)	(32, -5.112805242558866)	(33, 18.233076715439545)	(34, -55.698252687385626)	(35, -18.556317174248473)	(36, -187.33109535161242)	(37, -30.357882316472132)	(38, -23.91105726125592)	(39, -84.01601736221373)	(40, -14.557944823014571)	(41, -15.261203591431812)	(42, -31.008967780041235)	(43, -84.49012744923436)	(44, -30.526799093246673)	(45, 9.76065061269475)	(46, 15.455921193225896)	(47, -115.96278733998668)	(48, -3.2837081747830394)	(49, 28.089485223942813)
